--------- beginning of main
01-05 17:54:03.420   245   245 I auditd  : type=1403 audit(0.0:2): policy loaded auid=4294967295 ses=4294967295
01-05 17:54:21.723   474   943 D SpeechDriverLAD: SetVariousKindsOfSpeechParameters() type = 7, ccci_message_id = 0x2f73
01-05 17:54:21.723   474   943 D SpeechMessengerEVDO: SendMessage(), channel=0x33336666, message=0x2f730976, length=0x976, payload[0]=0x7a2a2, payload[1]=0x600970, payload[2]=0x400400fd, payload[3]=0xe107001f
01-05 17:54:21.723   474   943 D SpeechDriverLAD: SetSpeechEnhancementMask(), main_func = 0xffbf, dynamic_func = 0xffffff9e
01-05 17:54:21.723   474   943 D SpeechMessengerEVDO: SendMessageInQueue(), mModemIndex = 2, no ack message: 0x2f24ffbf, reserved param: 0xffffff9e
01-05 17:54:21.723   474   943 D SpeechMessengerEVDO: SendMessageInQueue(), Send message(0x2f24ffbf) to queue,reserve param(0xffffff9e),mModemIndex (2) , count(2)
01-05 17:54:21.723   474   943 D SpeechMessengerEVDO: SpeechParamUnLock()
01-05 17:54:21.725   474   645 D SpeechMessengerEVDO: AddSpeechParamAckCount()(2), NB(1)/DMNR(0)/WB(1)/MAGICON(0)/HAC(0)/DynamicSPH(0)
01-05 17:54:21.725   474   645 D SpeechMessengerEVDO: A2MBufUnLock()
01-05 17:54:21.725   474   645 D SpeechMessengerEVDO: --SetWBSpeechParameters Ack done(0xaf730000)
01-05 17:54:21.725   474   645 D SpeechMessengerEVDO: ConsumeMessageInQueue,start count [2]
01-05 17:54:21.725   474   645 D SpeechMessengerEVDO: SendMessage(), size_message = 16, data[0] = 0xffffffff, data[1] = 0x2f24ffbf, channel = 0x22224444, reserved = 0xffffff9e, b_need_ack 0
01-05 17:54:21.725   474   645 D SpeechMessengerEVDO: ConsumeMessageInQueue,end left Count 1
01-05 17:54:21.726   474   645 D SpeechMessengerEVDO: Read modem message(0xaf24ffbf), don't care. (or no such message)
01-05 17:54:21.727   895   927 D agps    : [agps][n][RILP] RpAgpsSlotController::Constructor 0x5b60d700
01-05 17:54:21.727   895   927 D agps    : [agps][n][RILP] RpAgpsSlotController::onInit slotID = 0, this = 0x5b60d700
01-05 17:54:21.730   895   927 D agps    : [agps][n][RILP] RpAgpsNSlotController::Constructor 0x5b624d00
01-05 17:54:21.730   895   927 D agps    : [agps][n][RILP] RpAgpsNSlotController::onInit slotID = -1
01-05 17:54:21.730   895   927 D agps    : [agps][n][RILP] RpAgpsdAdapter Constructor 0x5d58ff00
01-05 17:54:21.730   895   927 D agps    : [agps][n][RILP] RpAgpsdAdapter::onInit
01-05 17:54:21.730   895   927 D agps    : [agps][n][RILP] RpAgpsThread::create
01-05 17:54:21.730   895   927 D agps    : [agps][n][RILP] RpAgpsThread Construct 0x5b625000
01-05 17:54:21.733   895   955 D agps    : [agps][n][RILP] RpAgpsThread::readyToRun
01-05 17:54:21.733   895   955 D agps    : [agps][n][RILP] RpAgpsdAdapter::registerFd
01-05 17:54:21.738   472   472 I art     : VMRuntime.preloadDexCaches strings total=313088 before=46377 after=46377
01-05 17:54:21.738   472   472 I art     : VMRuntime.preloadDexCaches types total=25315 before=8227 after=8280
01-05 17:54:21.738   472   472 I art     : VMRuntime.preloadDexCaches fields total=122036 before=41609 after=42038
01-05 17:54:21.738   472   472 I art     : VMRuntime.preloadDexCaches methods total=210784 before=84103 after=84952
01-05 17:54:21.738   472   472 I art     : VMRuntime.preloadDexCaches finished
01-05 17:54:21.753   901   901 D MFI-Conn:  (        main_entity_init,   99) main_entity_init(): Chiptest Enables = "NaN"
01-05 17:54:21.754   901   901 I MFI-Conn:  (        main_entity_init,  156) ########## main_entity_init() has finished @@@@@@@@@@
01-05 17:54:21.754   901   901 I MFI-Conn:  (          mal_mfia_start,  105) mal_mfia_start(): the main entity has been initialized!!
01-05 17:54:21.756   901   901 E MFI-Conn:  (          mfia_task_exec, 1397) ==== thrd_task_exec(): the internal FD 9 for conn. is connected!! ====
01-05 17:54:21.756   901   901 I MFI-Conn:  (          mal_mfia_start,  127) mal_mfia_start(): the MFIA entity has been initialized!!
01-05 17:54:21.756   901   961 I MFI-Conn:  (     check_decrypt_ready,  247) vold.decrypt: trigger_restart_framework
01-05 17:54:21.757   901   961 I MFI-Conn:  (        wait_nvram_ready,  135) service.nvram_init = Ready
01-05 17:54:21.757   901   961 I MFI-Conn:  (     mfia_task_bootstrap,  800) mfia_task_bootstrap(): the ctrl_chnl with FD -1 has been initialized!!
01-05 17:54:21.758   901   901 E STATUSD : 461:statusd_register_cominf(): bind failed
01-05 17:54:21.758   901   901 I STATUSD : 484:statusd_register_cominf(): ret=0
01-05 17:54:21.758   901   901 I STATUSD : 487:statusd_register_cominf(): connect immediately
01-05 17:54:21.758   901   901 S STATUSD : 173:com_syslogdump(): >C2S[7](r s start).....27 02 04 00 01 00 27 
01-05 17:54:21.759   274   567 I STATUSD : 1271:statusd_analysis_thread(): SA2 msg from [ril]/[CMD_CLIENT_START]
01-05 17:54:21.760   901   972 S STATUSD : 173:com_syslogdump(): >C2S[7](r s init).....27 02 04 00 01 01 27 
01-05 17:54:21.760   274   567 I STATUSD : 1271:statusd_analysis_thread(): SA2 msg from [ril]/[CMD_CLIENT_INIT]
01-05 17:54:21.905   472   472 I Zygote  : Preloading resources...
01-05 17:54:21.906   471   471 I Zygote  : Preloading resources...
01-05 17:54:22.011   472   735 I art     : Enter while loop.
01-05 17:54:22.046   280   299 I BufferQueueProducer: [BootAnimation](this:0x7ced73b800,id:1,api:1,p:323,c:280) queueBuffer: fps=11.97 dur=1002.51 max=84.75 min=82.39
01-05 17:54:22.054   471   703 I art     : Enter while loop.
01-05 17:54:22.058   901   972 S STATUSD : 173:com_syslogdump(): >C2S[7](r s ready).....27 02 04 00 01 02 27 
01-05 17:54:22.059   274   567 I STATUSD : 1271:statusd_analysis_thread(): SA2 msg from [ril]/[CMD_CLIENT_READY]
01-05 17:54:22.059   274   567 E STATUSD : 925:handle_msg_ril(): ready received
01-05 17:54:22.059   274   274 I STATUSD : 750:statusd_start_child(): timeval= 0  0.449597
01-05 17:54:22.059   274   274 I STATUSD : 777:statusd_start_child(): okey,ril is ready,next[0.449597]
01-05 17:54:22.059   274   274 I STATUSD : 2649:main(): startup end,takes [6.368165]
01-05 17:54:22.094   472   472 I Zygote  : ...preloaded 114 resources in 189ms.
01-05 17:54:22.105   472   472 I Zygote  : ...preloaded 41 resources in 9ms.
01-05 17:54:22.106   472   472 I Zygote  : Preloading OpenGL...
01-05 17:54:22.107   471   471 I Zygote  : ...preloaded 114 resources in 201ms.
01-05 17:54:22.108   472   472 D libEGL  : Attempt to load from egl.cfg
01-05 17:54:22.108   472   472 D libEGL  : egl.cfg not found, using default config
01-05 17:54:22.113   472   735 I art     : Enter while loop.
01-05 17:54:22.115   471   471 I Zygote  : ...preloaded 41 resources in 6ms.
01-05 17:54:22.117   471   471 I Zygote  : Preloading OpenGL...
01-05 17:54:22.117   471   471 D libEGL  : Attempt to load from egl.cfg
01-05 17:54:22.117   471   471 D libEGL  : egl.cfg not found, using default config
01-05 17:54:22.144   295   295 E stp_dump: fail to get Sdcard stat :No such file or directory, count: 8
01-05 17:54:22.154   471   471 D MALI    : osup_constructor:144: osup_constructor
01-05 17:54:22.155   471   471 D libEGL  : loaded /vendor/lib64/egl/libGLES_mali.so
01-05 17:54:22.192   472   472 D MALI    : osup_constructor:144: osup_constructor
01-05 17:54:22.214   273   273 I wmt_launcher: fw log ctrl flag has been set
01-05 17:54:22.214   273   273 I wmt_launcher: fw dynamic ctrl flag has been set
01-05 17:54:22.214   472   472 D libEGL  : loaded /vendor/lib/egl/libGLES_mali.so
01-05 17:54:22.214   471   471 I Zygote  : Preloading OpenGL --- End
01-05 17:54:22.214   471   471 I Zygote  : Preloading shared libraries...
01-05 17:54:22.222   471   471 I Zygote  : Preloading shared libraries --- End
01-05 17:54:22.222   471   471 I Zygote  : Preloading TextResources...
01-05 17:54:22.239   471   471 I Zygote  : Preloading TextResources --- End
01-05 17:54:22.243   471   471 I Zygote  : Uninstalled ICU cache reference pinning...
01-05 17:54:22.247   471   703 I art     : Enter while loop.
01-05 17:54:22.250   471   471 I Zygote  : Installed AndroidKeyStoreProvider in 7ms.
01-05 17:54:22.273   471   471 I Zygote  : Warmed up JCA providers in 23ms.
01-05 17:54:22.273   471   471 D Zygote  : end preload
01-05 17:54:22.273   471   471 I art     : Starting a blocking GC Explicit
01-05 17:54:22.287   471   471 I art     : Enter while loop.
01-05 17:54:22.290   471   471 I art     : Explicit concurrent mark sweep GC freed 5646(307KB) AllocSpace objects, 0(0B) LOS objects, 61% free, 2MB/6MB, paused 336us total 16.072ms
01-05 17:54:22.290   471   471 I art     : Starting a blocking GC Explicit
01-05 17:54:22.304   471   471 I art     : Enter while loop.
01-05 17:54:22.305   471   471 I art     : Explicit concurrent mark sweep GC freed 19(512B) AllocSpace objects, 0(0B) LOS objects, 61% free, 2MB/6MB, paused 423us total 15.058ms
01-05 17:54:22.322   472   472 I Zygote  : Preloading OpenGL --- End
01-05 17:54:22.322   472   472 I Zygote  : Preloading shared libraries...
01-05 17:54:22.328   472   472 I Zygote  : Preloading shared libraries --- End
01-05 17:54:22.328   472   472 I Zygote  : Preloading TextResources...
01-05 17:54:22.340   472   472 I Zygote  : Preloading TextResources --- End
01-05 17:54:22.344   472   472 I Zygote  : Uninstalled ICU cache reference pinning...
01-05 17:54:22.351   472   472 I Zygote  : Installed AndroidKeyStoreProvider in 7ms.
01-05 17:54:22.360   471   471 I Plug-PluginLoad: preloadMappingTable() -- start 
01-05 17:54:22.363   471   471 D MPlugin : preload -- mpinfo : DataProtection.mpinfo
01-05 17:54:22.365   471   471 D MPlugin : preload -- mpinfo : FwkPlugin.mpinfo
01-05 17:54:22.368   471   471 D MPlugin : preloadCertificate() -- Start : 24199
01-05 17:54:22.368   471   471 D MPlugin : preloadCertificate() -- End : 24199
01-05 17:54:22.368   471   471 D MPlugin : precheckFwkPlugin() -- Start : 24199
01-05 17:54:22.368   471   471 D MPlugin : precheckFwkPlugin() -- End : 24199
01-05 17:54:22.368   471   471 D MPlugin : DataProtection.mpinfo exist
01-05 17:54:22.369   471   471 D MPlugin : Load/vendor/plugin/DataProtection/DataProtection.mpinfo sucessfully
01-05 17:54:22.370   471   471 D MPlugin : Put interface : com.mediatek.settings.ext.IDataProtectionExt into InterfaceMap
01-05 17:54:22.370   471   471 D MPlugin : Put interface : com.mediatek.dataprotection into PackageMap
01-05 17:54:22.370   471   471 D MPlugin : FwkPlugin.mpinfo exist
01-05 17:54:22.371   471   471 D MPlugin : Load/vendor/plugin/FwkPlugin/FwkPlugin.mpinfo sucessfully
01-05 17:54:22.372   471   471 D MPlugin : Put interface : com.mediatek.common.net.IConnectivityServiceExt into InterfaceMap
01-05 17:54:22.372   471   471 D MPlugin : Put interface : com.mediatek.common.documentsui.IDocumentsUIExtension into InterfaceMap
01-05 17:54:22.372   471   471 D MPlugin : Put interface : com.mediatek.common.search.IRegionalPhoneSearchEngineExt into InterfaceMap
01-05 17:54:22.372   471   471 D MPlugin : Put interface : com.mediatek.common.telephony.IServiceStateExt into InterfaceMap
01-05 17:54:22.372   471   471 D MPlugin : Put interface : com.mediatek.common.telephony.IUsimPhoneBookManagerExt into InterfaceMap
01-05 17:54:22.372   471   471 D MPlugin : Put interface : com.mediatek.common.notification.IZenModeHelperExt into InterfaceMap
01-05 17:54:22.373   471   471 D MPlugin : Put interface : com.mediatek.common.telephony.IDeviceInformationExt into InterfaceMap
01-05 17:54:22.373   471   471 D MPlugin : Put interface : com.mediatek.common.sms.IInboundAutoRegSmsFwkExt into InterfaceMap
01-05 17:54:22.373   471   471 D MPlugin : Put interface : com.mediatek.common.ims.IImsManagerExt into InterfaceMap
01-05 17:54:22.373   471   471 D MPlugin : Put interface : com.mediatek.common.media.IRCSePriorityExt into InterfaceMap
01-05 17:54:22.373   471   471 D MPlugin : Put interface : com.mediatek.common.telephony.ILteDataOnlyController into InterfaceMap
01-05 17:54:22.373   471   471 D MPlugin : Put interface : com.mediatek.common.telephony.ITelephonyProviderExt into InterfaceMap
01-05 17:54:22.373   471   471 D MPlugin : Put interface : com.mediatek.common.sms.IDupSmsFilterExt into InterfaceMap
01-05 17:54:22.374   471   471 D MPlugin : Put interface : com.mediatek.common.wallpaper.IWallpaperPlugin into InterfaceMap
01-05 17:54:22.374   471   471 D MPlugin : Put interface : com.mediatek.common.media.IOmaSettingHelper into InterfaceMap
01-05 17:54:22.374   471   471 D MPlugin : Put interface : com.mediatek.common.sms.ISmsPlusCodeFwkExt into InterfaceMap
01-05 17:54:22.374   471   471 D MPlugin : Put interface : com.mediatek.common.sms.IDataOnlySmsFwkExt into InterfaceMap
01-05 17:54:22.374   471   471 D MPlugin : Put interface : com.mediatek.common.bootanim.IBootAnimExt into InterfaceMap
01-05 17:54:22.374   471   471 D MPlugin : Put interface : com.mediatek.common.telephony.IPhoneNumberExt into InterfaceMap
01-05 17:54:22.374   471   471 D MPlugin : Put interface : com.mediatek.common.lowstorage.ILowStorageExt into InterfaceMap
01-05 17:54:22.375   471   471 D MPlugin : Put interface : com.mediatek.common.telephony.IGsmDCTExt into InterfaceMap
01-05 17:54:22.375   471   471 D MPlugin : Put interface : com.mediatek.common.util.IWebProtocolNames into InterfaceMap
01-05 17:54:22.375   471   471 D MPlugin : Put interface : com.mediatek.common.telephony.ISupplementaryServiceExt into InterfaceMap
01-05 17:54:22.375   471   471 D MPlugin : Put interface : com.mediatek.common.telephony.cdma.ICdmaCallTrackerExt into InterfaceMap
01-05 17:54:22.375   471   471 D MPlugin : Put interface : com.mediatek.common.wifi.IWifiFwkExt into InterfaceMap
01-05 17:54:22.375   471   471 D MPlugin : Put interface : com.mediatek.common.telephony.cat.ICatServiceExt into InterfaceMap
01-05 17:54:22.375   471   471 D MPlugin : Put interface : com.mediatek.common.telephony.ICallerInfoExt into InterfaceMap
01-05 17:54:22.376   471   471 D MPlugin : Put interface : com.mediatek.common.telephony.IGsmConnectionExt into InterfaceMap
01-05 17:54:22.376   471   471 D MPlugin : Put interface : com.mediatek.common.telephony.IUiccControllerExt into InterfaceMap
01-05 17:54:22.376   471   471 D MPlugin : Put interface : com.mediatek.common.telephony.ITelephonyExt into InterfaceMap
01-05 17:54:22.376   471   471 D MPlugin : Put interface : com.mediatek.common.util.IPatterns into InterfaceMap
01-05 17:54:22.376   471   471 D MPlugin : Put interface : com.mediatek.common.sms.IConcatenatedSmsFwkExt into InterfaceMap
01-05 17:54:22.377   471   471 D MPlugin : Put interface : com.mediatek.fwk.plugin into PackageMap
01-05 17:54:22.377   471   471 D MPlugin : preloadPluginInfo() -- End : 24208
01-05 17:54:22.377   471   471 I Plug-PluginLoad: preloadMappingTable() -- end 
01-05 17:54:22.377   471   703 I art     : Starting a blocking GC HeapTrim
01-05 17:54:22.380   472   472 I Zygote  : Warmed up JCA providers in 29ms.
01-05 17:54:22.380   472   472 D Zygote  : end preload
01-05 17:54:22.380   472   472 I art     : Starting a blocking GC Explicit
01-05 17:54:22.382   471   471 I art     : Starting a blocking GC Background
01-05 17:54:22.396   472   472 I art     : Enter while loop.
01-05 17:54:22.398   471   471 I art     : Enter while loop.
01-05 17:54:22.399   472   472 I art     : Explicit concurrent mark sweep GC freed 6903(372KB) AllocSpace objects, 0(0B) LOS objects, 61% free, 2MB/6MB, paused 471us total 18.434ms
01-05 17:54:22.399   472   472 I art     : Starting a blocking GC Explicit
01-05 17:54:22.401   471   471 I art     : Enter while loop.
01-05 17:54:22.407   482   482 I iptables: iptables v1.4.20: Couldn't find target `fw_dozable'
01-05 17:54:22.407   482   482 I iptables: 
01-05 17:54:22.407   482   482 I iptables: Try `iptables -h' or 'iptables --help' for more information.
01-05 17:54:22.408   482   482 I iptables: iptables terminated by exit(2)
01-05 17:54:22.408   482   482 E Netd    : exec() res=0, status=512 for /system/bin/iptables -w -t filter -D fw_INPUT -j fw_dozable 
01-05 17:54:22.415   472   472 I art     : Enter while loop.
01-05 17:54:22.416   472   472 I art     : Explicit concurrent mark sweep GC freed 469(12KB) AllocSpace objects, 0(0B) LOS objects, 62% free, 2MB/6MB, paused 400us total 16.635ms
01-05 17:54:22.430   482   482 I ip6tables: ip6tables v1.4.20: Couldn't find target `fw_dozable'
01-05 17:54:22.430   482   482 I ip6tables: 
01-05 17:54:22.430   482   482 I ip6tables: Try `ip6tables -h' or 'ip6tables --help' for more information.
01-05 17:54:22.430   482   482 I ip6tables: ip6tables terminated by exit(2)
01-05 17:54:22.430   482   482 E Netd    : exec() res=0, status=512 for /system/bin/ip6tables -w -t filter -D fw_INPUT -j fw_dozable 
01-05 17:54:22.440   471   471 I Zygote  : System server process 1014 has been created
01-05 17:54:22.442   471   471 I Zygote  : Accepting command socket connections
01-05 17:54:22.453   292   292 I ADB_SERVICES: service_to_fd jdwp:1014
01-05 17:54:22.460   472   472 I Plug-PluginLoad: preloadMappingTable() -- start 
01-05 17:54:22.461   472   472 D MPlugin : preload -- mpinfo : DataProtection.mpinfo
01-05 17:54:22.461   472   472 D MPlugin : preload -- mpinfo : FwkPlugin.mpinfo
01-05 17:54:22.462   472   472 D MPlugin : preloadCertificate() -- Start : 24293
01-05 17:54:22.462   472   472 D MPlugin : preloadCertificate() -- End : 24293
01-05 17:54:22.462   472   472 D MPlugin : precheckFwkPlugin() -- Start : 24293
01-05 17:54:22.462   472   472 D MPlugin : precheckFwkPlugin() -- End : 24293
01-05 17:54:22.462   472   472 D MPlugin : DataProtection.mpinfo exist
01-05 17:54:22.462   472   472 D MPlugin : Load/vendor/plugin/DataProtection/DataProtection.mpinfo sucessfully
01-05 17:54:22.463   472   472 D MPlugin : Put interface : com.mediatek.settings.ext.IDataProtectionExt into InterfaceMap
01-05 17:54:22.464   472   472 D MPlugin : Put interface : com.mediatek.dataprotection into PackageMap
01-05 17:54:22.464   472   472 D MPlugin : FwkPlugin.mpinfo exist
01-05 17:54:22.464   472   472 D MPlugin : Load/vendor/plugin/FwkPlugin/FwkPlugin.mpinfo sucessfully
01-05 17:54:22.466   472   472 D MPlugin : Put interface : com.mediatek.common.net.IConnectivityServiceExt into InterfaceMap
01-05 17:54:22.466   472   472 D MPlugin : Put interface : com.mediatek.common.documentsui.IDocumentsUIExtension into InterfaceMap
01-05 17:54:22.466   472   472 D MPlugin : Put interface : com.mediatek.common.search.IRegionalPhoneSearchEngineExt into InterfaceMap
01-05 17:54:22.467   472   472 D MPlugin : Put interface : com.mediatek.common.telephony.IServiceStateExt into InterfaceMap
01-05 17:54:22.467   472   472 D MPlugin : Put interface : com.mediatek.common.telephony.IUsimPhoneBookManagerExt into InterfaceMap
01-05 17:54:22.467   472   472 D MPlugin : Put interface : com.mediatek.common.notification.IZenModeHelperExt into InterfaceMap
01-05 17:54:22.467   472   472 D MPlugin : Put interface : com.mediatek.common.telephony.IDeviceInformationExt into InterfaceMap
01-05 17:54:22.468   472   472 D MPlugin : Put interface : com.mediatek.common.sms.IInboundAutoRegSmsFwkExt into InterfaceMap
01-05 17:54:22.468   472   472 D MPlugin : Put interface : com.mediatek.common.ims.IImsManagerExt into InterfaceMap
01-05 17:54:22.468   472   472 D MPlugin : Put interface : com.mediatek.common.media.IRCSePriorityExt into InterfaceMap
01-05 17:54:22.468   472   472 D MPlugin : Put interface : com.mediatek.common.telephony.ILteDataOnlyController into InterfaceMap
01-05 17:54:22.468   472   472 D MPlugin : Put interface : com.mediatek.common.telephony.ITelephonyProviderExt into InterfaceMap
01-05 17:54:22.468   472   472 D MPlugin : Put interface : com.mediatek.common.sms.IDupSmsFilterExt into InterfaceMap
01-05 17:54:22.468   472   472 D MPlugin : Put interface : com.mediatek.common.wallpaper.IWallpaperPlugin into InterfaceMap
01-05 17:54:22.469   472   472 D MPlugin : Put interface : com.mediatek.common.media.IOmaSettingHelper into InterfaceMap
01-05 17:54:22.469   472   472 D MPlugin : Put interface : com.mediatek.common.sms.ISmsPlusCodeFwkExt into InterfaceMap
01-05 17:54:22.469   472   472 D MPlugin : Put interface : com.mediatek.common.sms.IDataOnlySmsFwkExt into InterfaceMap
01-05 17:54:22.469   472   472 D MPlugin : Put interface : com.mediatek.common.bootanim.IBootAnimExt into InterfaceMap
01-05 17:54:22.469   472   472 D MPlugin : Put interface : com.mediatek.common.telephony.IPhoneNumberExt into InterfaceMap
01-05 17:54:22.470   472   472 D MPlugin : Put interface : com.mediatek.common.lowstorage.ILowStorageExt into InterfaceMap
01-05 17:54:22.470   472   472 D MPlugin : Put interface : com.mediatek.common.telephony.IGsmDCTExt into InterfaceMap
01-05 17:54:22.470   472   472 D MPlugin : Put interface : com.mediatek.common.util.IWebProtocolNames into InterfaceMap
01-05 17:54:22.470   472   472 D MPlugin : Put interface : com.mediatek.common.telephony.ISupplementaryServiceExt into InterfaceMap
01-05 17:54:22.470   472   472 D MPlugin : Put interface : com.mediatek.common.telephony.cdma.ICdmaCallTrackerExt into InterfaceMap
01-05 17:54:22.471   472   472 D MPlugin : Put interface : com.mediatek.common.wifi.IWifiFwkExt into InterfaceMap
01-05 17:54:22.471   472   472 D MPlugin : Put interface : com.mediatek.common.telephony.cat.ICatServiceExt into InterfaceMap
01-05 17:54:22.471   472   472 D MPlugin : Put interface : com.mediatek.common.telephony.ICallerInfoExt into InterfaceMap
01-05 17:54:22.471   472   472 D MPlugin : Put interface : com.mediatek.common.telephony.IGsmConnectionExt into InterfaceMap
01-05 17:54:22.471   472   472 D MPlugin : Put interface : com.mediatek.common.telephony.IUiccControllerExt into InterfaceMap
01-05 17:54:22.471   472   472 D MPlugin : Put interface : com.mediatek.common.telephony.ITelephonyExt into InterfaceMap
01-05 17:54:22.472   472   472 D MPlugin : Put interface : com.mediatek.common.util.IPatterns into InterfaceMap
01-05 17:54:22.472   472   472 D MPlugin : Put interface : com.mediatek.common.sms.IConcatenatedSmsFwkExt into InterfaceMap
01-05 17:54:22.472   472   472 D MPlugin : Put interface : com.mediatek.fwk.plugin into PackageMap
01-05 17:54:22.472   472   472 D MPlugin : preloadPluginInfo() -- End : 24303
01-05 17:54:22.472   472   472 I Plug-PluginLoad: preloadMappingTable() -- end 
01-05 17:54:22.472   472   472 I Zygote  : Accepting command socket connections
01-05 17:54:22.476  1014  1014 I Zygote  : Process: zygote socket opened, supported ABIS: armeabi-v7a,armeabi
01-05 17:54:22.477  1014  1014 I InstallerConnection: connecting...
01-05 17:54:22.478   477   477 I         : new connection
01-05 17:54:22.500   482   482 I iptables: iptables v1.4.20: Couldn't find target `fw_standby'
01-05 17:54:22.500   482   482 I iptables: 
01-05 17:54:22.500   482   482 I iptables: Try `iptables -h' or 'iptables --help' for more information.
01-05 17:54:22.501   482   482 I iptables: iptables terminated by exit(2)
01-05 17:54:22.501   482   482 E Netd    : exec() res=0, status=512 for /system/bin/iptables -w -t filter -D fw_INPUT -j fw_standby 
01-05 17:54:22.510  1014  1014 I InstallerConnection: disconnecting...
01-05 17:54:22.510   477   477 E         : eof
01-05 17:54:22.510   477   477 E         : failed to read size
01-05 17:54:22.510   477   477 I         : closing connection
01-05 17:54:22.522   482   482 I ip6tables: ip6tables v1.4.20: Couldn't find target `fw_standby'
01-05 17:54:22.522   482   482 I ip6tables: 
01-05 17:54:22.522   482   482 I ip6tables: Try `ip6tables -h' or 'ip6tables --help' for more information.
01-05 17:54:22.523   482   482 I ip6tables: ip6tables terminated by exit(2)
01-05 17:54:22.523   482   482 E Netd    : exec() res=0, status=512 for /system/bin/ip6tables -w -t filter -D fw_INPUT -j fw_standby 
01-05 17:54:22.562  1014  1014 I SystemServer: Entered the Android system server!
01-05 17:54:22.586   482   482 I iptables: iptables v1.4.20: Couldn't find target `fw_powersave'
01-05 17:54:22.586   482   482 I iptables: 
01-05 17:54:22.586   482   482 I iptables: Try `iptables -h' or 'iptables --help' for more information.
01-05 17:54:22.587   482   482 I iptables: iptables terminated by exit(2)
01-05 17:54:22.587   482   482 E Netd    : exec() res=0, status=512 for /system/bin/iptables -w -t filter -D fw_INPUT -j fw_powersave 
01-05 17:54:22.607   292   292 I ADB_SERVICES: service_to_fd shell:uid=`run-as com.pos.otaapp whoami` && for pid in `run-as com.pos.otaapp ps | grep -o -p "$uid[[:space:]]\{1,\}[[:digit:]]\{1,\}" | tr -s ' ' ' ' | cut -d ' ' -f2`; do   if [[ `run-as com.pos.otaapp readlink /proc/$pid/exe` == /system/bin/app_process* ]]; then     echo $pid;   fi; done
01-05 17:54:22.608   482   482 I ip6tables: ip6tables v1.4.20: Couldn't find target `fw_powersave'
01-05 17:54:22.608   482   482 I ip6tables: 
01-05 17:54:22.608   482   482 I ip6tables: Try `ip6tables -h' or 'ip6tables --help' for more information.
01-05 17:54:22.609   482   482 I ip6tables: ip6tables terminated by exit(2)
01-05 17:54:22.609   292   292 I ADB_SERVICES: subprocess creation successful: local_socket_fd=28, pid=1034
01-05 17:54:22.609   482   482 E Netd    : exec() res=0, status=512 for /system/bin/ip6tables -w -t filter -D fw_INPUT -j fw_powersave 
01-05 17:54:22.651   292  1035 I ADB_SERVICES: post waitpid (pid=1034) status=0100
01-05 17:54:22.670   292   292 I ADB_SERVICES: service_to_fd shell:uid=`run-as com.example.log_catcher whoami` && for pid in `run-as com.example.log_catcher ps | grep -o -p "$uid[[:space:]]\{1,\}[[:digit:]]\{1,\}" | tr -s ' ' ' ' | cut -d ' ' -f2`; do   if [[ `run-as com.example.log_catcher readlink /proc/$pid/exe` == /system/bin/app_process* ]]; then     echo $pid;   fi; done
01-05 17:54:22.672   292   292 I ADB_SERVICES: subprocess creation successful: local_socket_fd=28, pid=1040
01-05 17:54:22.676   482   482 V NatController: runCmd(/system/bin/iptables -w -F natctrl_FORWARD) res=0
01-05 17:54:22.701   482   482 V NatController: runCmd(/system/bin/iptables -w -A natctrl_FORWARD -j DROP) res=0
01-05 17:54:22.710   292  1041 I ADB_SERVICES: post waitpid (pid=1040) status=0100
01-05 17:54:22.724   482   482 V NatController: runCmd(/system/bin/iptables -w -t nat -F natctrl_nat_POSTROUTING) res=0
01-05 17:54:22.731  1014  1014 I SystemServiceManager: Starting com.android.server.pm.Installer
01-05 17:54:22.736  1014  1014 I Installer: Waiting for installd to be ready.
01-05 17:54:22.736  1014  1014 I InstallerConnection: connecting...
01-05 17:54:22.737   477   477 I         : new connection
01-05 17:54:22.738  1014  1014 I SystemServiceManager: Starting com.android.server.am.ActivityManagerService$Lifecycle
01-05 17:54:22.748   482   482 V NatController: runCmd(/system/bin/iptables -w -F natctrl_tether_counters) res=1
01-05 17:54:22.749  1014  1014 D BootEvent: setEnabled true
01-05 17:54:22.762   588   588 I Flashless: 2702:session_cbp_image_upload(): Start session image upload.
01-05 17:54:22.767  1014  1014 I ActivityManager: mCachedRestoreLevel = 107520
01-05 17:54:22.770   482   482 V NatController: runCmd(/system/bin/iptables -w -X natctrl_tether_counters) res=1
01-05 17:54:22.773   280   280 I DisplayDevice: [Built-in Screen (type:0)] fps:11.959291,dur:1087.02,max:134.19,min:28.86
01-05 17:54:22.792   482   482 V NatController: runCmd(/system/bin/iptables -w -N natctrl_tether_counters) res=0
01-05 17:54:22.800   474   751 W BatteryNotifier: batterystats service unavailable!
01-05 17:54:22.800   474   751 D AudioFlinger_Threads: thread 0xe7b09c00 type 0 TID 751 going to sleep
01-05 17:54:22.800  1014  1014 I ActivityManager: Memory class: 128
01-05 17:54:22.812  1014  1058 I ServiceThread: Enabled StrictMode logging for ActivityManager looper.
01-05 17:54:22.813   482   482 V NatController: runCmd(/system/bin/iptables -w -t mangle -A natctrl_mangle_FORWARD -p tcp --tcp-flags SYN SYN -j TCPMSS --clamp-mss-to-pmtu) res=0
01-05 17:54:22.820  1014  1060 I ServiceThread: Enabled StrictMode logging for android.ui looper.
